YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2014,2014,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,AgeAdjPrev,RACE,BLK
2014,2014,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,16.9,16.9,,,10.7,25.6,Race/Ethnicity,Hispanic,"(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,CrdPrev,RACE,HIS
2014,2014,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,23.5,23.5,,,16.3,32.7,Race/Ethnicity,Hispanic,"(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,AgeAdjPrev,RACE,HIS
2014,2014,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,20.6,20.6,,,16.9,24.8,Race/Ethnicity,"Other, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,CrdPrev,RACE,OTH
2014,2014,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,23.9,23.9,,,20.3,28.1,Race/Ethnicity,"Other, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,AgeAdjPrev,RACE,OTH
2014,2014,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,22.9,22.9,,,16.3,31.2,Race/Ethnicity,"Multiracial, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,CrdPrev,RACE,MRC
2014,2014,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,34.2,34.2,,,25.5,44,Race/Ethnicity,"Multiracial, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,AgeAdjPrev,RACE,MRC
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,23.3,23.3,,,21.8,24.9,Overall,Overall,"(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,AgeAdjPrev,OVERALL,OVR
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,20.8,20.8,,,18.6,23.1,Gender,Male,"(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,CrdPrev,GENDER,GENM
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,21.7,21.7,,,19.6,24,Gender,Male,"(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,AgeAdjPrev,GENDER,GENM
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,24.8,24.8,,,22.5,27.3,Gender,Female,"(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,CrdPrev,GENDER,GENF
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,25,25,,,22.9,27.2,Gender,Female,"(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,AgeAdjPrev,GENDER,GENF
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,23.3,23.3,,,21.5,25.1,Race/Ethnicity,"White, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,CrdPrev,RACE,WHT
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,22.8,22.8,,,21.1,24.6,Race/Ethnicity,"White, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,AgeAdjPrev,RACE,WHT
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,22,22,,,12.8,35.3,Race/Ethnicity,"Black, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,CrdPrev,RACE,BLK
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,25.3,25.3,,,19.2,32.5,Race/Ethnicity,"Black, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,AgeAdjPrev,RACE,BLK
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,21.4,21.4,,,12.7,33.6,Race/Ethnicity,Hispanic,"(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,CrdPrev,RACE,HIS
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,25.5,25.5,,,16.7,37,Race/Ethnicity,Hispanic,"(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,AgeAdjPrev,RACE,HIS
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,20.5,20.5,,,16.7,24.8,Race/Ethnicity,"Other, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,CrdPrev,RACE,OTH
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,23.6,23.6,,,19.6,28.2,Race/Ethnicity,"Other, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,AgeAdjPrev,RACE,OTH
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,24.7,24.7,,,17.5,33.7,Race/Ethnicity,"Multiracial, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,CrdPrev,RACE,MRC
2013,2013,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,31.5,31.5,,,23.2,41.2,Race/Ethnicity,"Multiracial, non-Hispanic","(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,AgeAdjPrev,RACE,MRC
2012,2012,AK,Alaska,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,22.5,22.5,,,20.9,24.1,Overall,Overall,"(64.84507995700051, -147.72205903599973)",02,ART,ART1_1,CrdPrev,OVERALL,OVR
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,34,34,,,32.7,35.3,Overall,Overall,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,OVERALL,OVR
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,31.7,31.7,,,30.5,32.9,Overall,Overall,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,OVERALL,OVR
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,29.4,29.4,,,27.4,31.5,Gender,Male,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,GENDER,GENM
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,28,28,,,26.3,29.9,Gender,Male,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,GENDER,GENM
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,38.2,38.2,,,36.5,40,Gender,Female,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,GENDER,GENF
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,35,35,,,33.4,36.6,Gender,Female,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,GENDER,GENF
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,36.2,36.2,,,34.6,37.8,Race/Ethnicity,"White, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,RACE,WHT
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,32.2,32.2,,,30.7,33.7,Race/Ethnicity,"White, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,RACE,WHT
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,31.2,31.2,,,28.7,33.8,Race/Ethnicity,"Black, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,RACE,BLK
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,33.2,33.2,,,31,35.4,Race/Ethnicity,"Black, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,RACE,BLK
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,RACE,HIS
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,19.2,19.2,,,13.8,26,Race/Ethnicity,Hispanic,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,RACE,HIS
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,24.6,24.6,,,16.7,34.8,Race/Ethnicity,"Other, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,RACE,OTH
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,26.3,26.3,,,20.3,33.5,Race/Ethnicity,"Other, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,RACE,OTH
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,43.9,43.9,,,31.5,57.1,Race/Ethnicity,"Multiracial, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,RACE,MRC
2014,2014,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,39.1,39.1,,,28.4,51,Race/Ethnicity,"Multiracial, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,RACE,MRC
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,32.2,32.2,,,30.7,33.7,Overall,Overall,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,OVERALL,OVR
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,30.1,30.1,,,28.8,31.4,Overall,Overall,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,OVERALL,OVR
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,27.8,27.8,,,25.6,30.2,Gender,Male,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,GENDER,GENM
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,26.4,26.4,,,24.4,28.5,Gender,Male,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,GENDER,GENM
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,36.2,36.2,,,34.3,38.2,Gender,Female,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,GENDER,GENF
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,33.3,33.3,,,31.6,35.1,Gender,Female,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,GENDER,GENF
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,34.9,34.9,,,33.1,36.7,Race/Ethnicity,"White, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,RACE,WHT
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,30.9,30.9,,,29.2,32.6,Race/Ethnicity,"White, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,RACE,WHT
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,28.8,28.8,,,25.9,31.8,Race/Ethnicity,"Black, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,RACE,BLK
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,29.9,29.9,,,27.4,32.6,Race/Ethnicity,"Black, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,RACE,BLK
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,RACE,HIS
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,19.5,19.5,,,11.4,31.2,Race/Ethnicity,Hispanic,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,RACE,HIS
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,28.1,28.1,,,18.4,40.3,Race/Ethnicity,"Other, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,RACE,OTH
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,28.2,28.2,,,19.1,39.6,Race/Ethnicity,"Other, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,RACE,OTH
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,52.4,52.4,,,33.8,70.5,Race/Ethnicity,"Multiracial, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,RACE,MRC
2014,2014,CA,California,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,24.5,24.5,,,22.9,26.1,Gender,Female,"(37.63864012300047, -120.99999953799971)",06,ART,ART1_1,CrdPrev,GENDER,GENF
2013,2013,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,49.8,49.8,,,39.2,60.5,Race/Ethnicity,"Multiracial, non-Hispanic","(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,AgeAdjPrev,RACE,MRC
2012,2012,AL,Alabama,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,33.9,33.9,,,32.6,35.3,Overall,Overall,"(32.84057112200048, -86.63186076199969)",01,ART,ART1_1,CrdPrev,OVERALL,OVR
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,30.4,30.4,,,28.7,32.2,Overall,Overall,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,OVERALL,OVR
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,28.1,28.1,,,26.5,29.8,Overall,Overall,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,OVERALL,OVR
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,26,26,,,23.4,28.7,Gender,Male,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,GENDER,GENM
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,24.7,24.7,,,22.3,27.2,Gender,Male,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,GENDER,GENM
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,34.6,34.6,,,32.3,37,Gender,Female,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,GENDER,GENF
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,31.3,31.3,,,29.1,33.6,Gender,Female,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,GENDER,GENF
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,32.5,32.5,,,30.5,34.6,Race/Ethnicity,"White, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,RACE,WHT
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,28.6,28.6,,,26.6,30.6,Race/Ethnicity,"White, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,RACE,WHT
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,26.4,26.4,,,22.1,31.1,Race/Ethnicity,"Black, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,RACE,BLK
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,29.4,29.4,,,25.6,33.5,Race/Ethnicity,"Black, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,RACE,BLK
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,RACE,HIS
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,11.6,11.6,,,6.4,20.3,Race/Ethnicity,Hispanic,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,RACE,HIS
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,37.8,37.8,,,26.4,50.8,Race/Ethnicity,"Other, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,RACE,OTH
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,36.3,36.3,,,26.6,47.3,Race/Ethnicity,"Other, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,RACE,OTH
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,37.2,37.2,,,25.3,50.7,Race/Ethnicity,"Multiracial, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,RACE,MRC
2014,2014,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,39.7,39.7,,,29.3,51.2,Race/Ethnicity,"Multiracial, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,RACE,MRC
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,30,30,,,28.3,31.6,Overall,Overall,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,OVERALL,OVR
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,28.1,28.1,,,26.5,29.7,Overall,Overall,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,OVERALL,OVR
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,25.6,25.6,,,23.2,28.2,Gender,Male,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,GENDER,GENM
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,24.6,24.6,,,22.3,27.1,Gender,Male,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,GENDER,GENM
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,34.1,34.1,,,31.9,36.3,Gender,Female,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,GENDER,GENF
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,31.3,31.3,,,29.2,33.4,Gender,Female,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,GENDER,GENF
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,31.7,31.7,,,29.8,33.6,Race/Ethnicity,"White, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,RACE,WHT
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,28.3,28.3,,,26.5,30.2,Race/Ethnicity,"White, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,RACE,WHT
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,27.7,27.7,,,23.5,32.4,Race/Ethnicity,"Black, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,RACE,BLK
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,31,31,,,27,35.3,Race/Ethnicity,"Black, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,RACE,BLK
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,11.9,11.9,,,6.8,19.8,Race/Ethnicity,Hispanic,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,RACE,HIS
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,20.7,20.7,,,14.6,28.5,Race/Ethnicity,Hispanic,"(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,RACE,HIS
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,28.3,28.3,,,19.8,38.8,Race/Ethnicity,"Other, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,RACE,OTH
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,27.2,27.2,,,19.1,37.1,Race/Ethnicity,"Other, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,AgeAdjPrev,RACE,OTH
2013,2013,AR,Arkansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,40.2,40.2,,,27.3,54.6,Race/Ethnicity,"Multiracial, non-Hispanic","(34.74865012400045, -92.27449074299966)",05,ART,ART1_1,CrdPrev,RACE,MRC
